district,nomParty,listOrder,name,acadTitle,age,occupation,residency
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,4,József Lapos,Doc. Ing. CSc,55,vysokošk.ped.,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,5,Kálmán Petöcz,PhDr.,33,hovorca MOS,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,6,Izabella Jégh,,44,kult.pracovník,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,7,Ilona Schniererné Wurster,PhDr.,63,pedagóg dôch.,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,8,Zoltán Kása,Ing.,51,stav.inžinier,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,9,Éva Füleky,RNDr. CSc,49,matematik,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,10,Béla Füri,,46,stroj.inžinier,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,11,Károly Tóth,,35,podpreds. MOS,Šaľa
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,12,Melinda Turján,,32,učiteľka MŠ,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,13,Emese Duka-Zólyomi,PhDr.,50,muzikológ,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,14,Péter Vörös,Mgr.,28,historik,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,15,Norbert Oriskó,Ing.,29,výpočt.technik,Galanta
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,16,József Soltész,Ing.,35,stav.inžinier,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,17,Péter Aich,,52,redaktor,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,18,Rozália Molnár,Ing.,43,ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,19,Mária Protičová,Ing.,43,ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,20,Ján Wurster,,58,pedagóg,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,21,Gabriella Nagy-Kercz,,52,mzdový účtov.,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,22,Ervin Varga,Mgr.,39,riad. choreograf,Malinovo
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,23,Erzsébet Ghillány,,56,pedagóg,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,24,László Kovács,,48,riad.gymnázia,Holice
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,25,József Mihajlovics,,25,súkr.podnikateľ,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,26,Erzsébet Kovács,,39,pedagóg,Bratislava
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,27,Éva Pleva,,55,učiteľka MŠ,Šahy
5100  Hlavné mesto SR Bratislava,Magyar Koalíció - Maďarská koalícia  Magyar Kereszténydemokrata Mozgalom - Maďarské kresťanskodemokratické hnutie  Együttélés - Spolužitie  Magyar Polgári Párt - Maďarská občianska strana,28,József Jankovics,Ing.,47,ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,1,Juraj Lupsina,Ing.,49,podnikateľ,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,2,Jozef Heriban,,41,režisér,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,3,Anna Galovičová,MUDr.,44,psychologička,Piešťany
5100  Hlavné mesto SR Bratislava,Nové Slovensko,4,Miroslav Pereszlényi,RNDr.CSc.,39,výskum.pracov.,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,5,Štefan Urban,MUDr.Doc.,48,lekár,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,6,Juraj Králik,JUDr.Ing.CSc.,68,diplomat,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,7,Ivan Holub,,37,technik,Trnava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,8,Valér Rabenseifer,Ing.,33,ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,9,Alena Gašparovičová,PhDr.,35,novinárka,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,10,Vladimír Repčík,Ing.,68,strojný inž.,Horná Streda
5100  Hlavné mesto SR Bratislava,Nové Slovensko,11,Jaroslav Straka,Prof.DRSc.,50,podnikateľ,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,12,Boris Zlacký,Ing.,51,stav.inžinier,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,13,Ľubica Šandorová,,47,akad.sochárka,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,14,Ján Rapák,RNDr.,47,výsk.pracovník,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,15,Miroslav Pátek,,46,podnikateľ,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,16,Marta Čurná,Ing.,43,ekonómka,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,17,Viera Burianová,Ing.,34,ekonómka,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,18,Pavel J. Mäsiar,Prof.,66,lekár,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,19,Silvia Hublová,Ing.arch.,34,podnikateľka,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,20,Rudolf Blaško,Ing.arch.,66,dôchodca,Bratislava
5100  Hlavné mesto SR Bratislava,Nové Slovensko,21,Hana Naďová,Ing.,45,úradníčka,Vaďovce
5100  Hlavné mesto SR Bratislava,Nové Slovensko,22,Vladimír Karaba,Ing.,32,technik,Bratislava
5100  Hlavné mesto SR Bratislava,Reálna sociálnodemokratická strana Slovákov,1,Ladislav Tullala,Ing.,57,Výskumný pracovník,Bratislava
5100  Hlavné mesto SR Bratislava,Reálna sociálnodemokratická strana Slovákov,2,Dagmar Kamodyová,,45,Učiteľka,Bratislava
5100  Hlavné mesto SR Bratislava,Reálna sociálnodemokratická strana Slovákov,3,Tatiana Slamová,,31,Technická pracovn.,Bratislava
5100  Hlavné mesto SR Bratislava,Reálna sociálnodemokratická strana Slovákov,4,Marta Botková,Ing.,39,Obchodno-ekonom.prac,Bratislava
5100  Hlavné mesto SR Bratislava,Reálna sociálnodemokratická strana Slovákov,5,Mária Bednárová,,48,Pracovník v zdravot.,Bratislava
5100  Hlavné mesto SR Bratislava,Reálna sociálnodemokratická strana Slovákov,6,Branislav Ivanič,,27,Maliar-robotník,Bratislava
5100  Hlavné mesto SR Bratislava,Reálna sociálnodemokratická strana Slovákov,7,Ružena Tomanová,,38,Administratív.prac.,Bratislava
5100  Hlavné mesto SR Bratislava,Reálna sociálnodemokratická strana Slovákov,8,Adriana Važanová,,27,Prac.obchodnej sfére,Bratislava
5100  Hlavné mesto SR Bratislava,Rómska občianska iniciatíva v Slovenskej republike,1,Katarína Patočková,,23,spisovateľka,Bratislava
5100  Hlavné mesto SR Bratislava,Rómska občianska iniciatíva v Slovenskej republike,2,Vilma Cercia,,46,podnikateľka,Hlohovec
5100  Hlavné mesto SR Bratislava,Rómska občianska iniciatíva v Slovenskej republike,3,Michal Stojka,,28,technik,Nitra
5100  Hlavné mesto SR Bratislava,Rómska občianska iniciatíva v Slovenskej republike,4,Ján Čonka,,56,podnikateľ,Vranov nad Topľou
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,1,Jozef Prokeš,RNDr.CSc,44,fyzik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,2,Jaroslav Paška,Ing.arch.,40,VŠ pedagóg,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,3,Eva Slavkovská,PhDr.CSc,52,1. podpredsed. SNS,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,4,Ján Havránek,Ing.,54,Elektrotechnik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,5,František Kyselica,Ing.,60,Technik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,6,Ignác Prno,Doc.Ing.Csc,60,Technik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,7,Peter Krivda,Ing.,41,Ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,8,Ján Mihálik,MUDr.,39,Lekár,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,9,Rafael Rafaj,,35,CHemik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,10,Jozef Čapkovič,Ing.,46,Ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,11,Gabriel Rybár,,44,Ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,12,Peter Dubovan,Ing.,43,Ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,13,Eduard Kostolanský,RNDr.CSc.,58,Vedecký pracovník,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,14,Gabriela Hanáková,Ing.CSc.,47,Ved.prac.,Nitra
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,15,Drahomír Oktávec,RNDr.CSc.,55,Vedecký prac.,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,16,Juraj Gajdoš,Ing.arch.,34,Architekt,Nitra
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,17,Elena Guštafíková,Mgr.,46,SŠ pedagóg,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,18,Irena Lazovská,,46,Zdravotná sestra,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,19,Ivan Guoth,JUDr.,62,Právnik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,20,Gustáv Valach,,73,Dôchodca,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,21,Miroslav Mikulka,Ing.,37,Ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,22,Ivan Matejčík,MUDr.,42,Lekár,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,23,Daniel Krajcer,Ing.,50,Elektrotechnik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,24,Peter Socha,PhazmDr.,43,Vojak z povolania,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,25,Jozef Jahnátek,,64,Mechanik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,26,Pavol Kebis,Ing.,66,Výskumný pracovník,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,27,Ján Pogač,Ing.,58,Technik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,28,Vlasta Stanková,,53,Ekonómka,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,29,Oľga Canková,,47,SŠ pedagóg,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,30,Ján Jahodník,Ing.,40,Technik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,31,Eva Degmová,JUDr.,53,Právnička,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,32,Pavol Konopeus,,41,Nástrojár,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,33,Otto Marček,Ing.,57,Elektroinžinier,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,34,Alojz Moravec,,39,Technik,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,35,Milan Beňuška,Ing.arch.,70,Architekt urban.,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,36,Miroslav Šášky,,35,Novinár,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,37,Eva Mališková,Ing.,45,elektro ing,Bratislava
5100  Hlavné mesto SR Bratislava,Slovenská národná strana,38,Ján Tvrdý,Ing.,58,Ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Sociálna demokracia,1,František Lády,,48,sústružník,Bratislava
5100  Hlavné mesto SR Bratislava,Sociálna demokracia,2,Helena Škriňová,,39,účtovníčka,Bratislava
5100  Hlavné mesto SR Bratislava,Sociálna demokracia,3,Stanislav Trávniček,Ing.,47,nezamestnaný,Bratislava
5100  Hlavné mesto SR Bratislava,Sociálna demokracia,4,Marian Važan,,44,nezamestnaný,Bratislava
5100  Hlavné mesto SR Bratislava,Sociálna demokracia,5,Dušan Kriška,,49,súkromník,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,1,Milan Ftáčnik,Doc. RNDr. CSc.,38,vysokoškolský učiteľ,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,2,Mojmír Mamojka,Doc. JUDr. CSc.,44,vysokoškolský učiteľ,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,3,Jozef Košnár,Prof. Ing. DrSc,61,vysokoškolský učiteľ,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,4,Gabriela Kaliská,RNDr.,40,geológ,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,5,Katarína Kocurová,Ing.,26,redaktorka STV,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,6,Július Homola,PhDr.,51,námestník riaditeľa,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,7,Cyril Moravčík,Ing.,54,poľnohosp.inžinier,Láb
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,8,Ľubomír Staňo,Ing.,42,ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,9,Ľubor Bystrický,Ing. CSc.,46,štátny tajomník,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,10,Vladimír Dziuban,Ing.,47,ekonóm,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,11,Branislav Ondruš,,21,študent VŠ,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,12,Ján Novotný,,51,starosta,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,13,Viliam Janček,Dr. CSc.,51,robotník,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,14,Zlatica Beňová,,37,asistentka riad.,Bratislava
5100  Hlavné mesto SR Bratislava,Spoločná voľba - Strana demokratickej ľavice  Sociálnodemokratická strana Slovenska  Strana zelených na Slovensku  Hnutie poľnohospodárov Slovenskej republiky,15,Ján Krekáň,MUDr. CSc.,44,praktický lekár,Bratislava
